empid,designation,courseid,course_name,duration_weeks,difficulty_level,completion_rate,learning_path
EMP107,QA,COURSE019,Project Management,1,Advanced,1.72,Cloud Computing
EMP488,Designer,COURSE037,Quality Assurance,4,Intermediate,91.75,Cybersecurity
EMP426,SDE2,COURSE040,Artificial Intelligence,5,Advanced,64.2,Cybersecurity
EMP416,Lead,COURSE047,Data Structures,1,Advanced,41.09,Web Development
EMP480,Lead,COURSE026,Digital Marketing,2,Intermediate,51.81,Web Development
EMP094,SDE2,COURSE039,Public Speaking,6,Advanced,87.05,Data Science
EMP256,Lead,COURSE035,Information Security,4,Advanced,93.63,Cybersecurity
EMP029,Lead,COURSE017,Digital Marketing,5,Beginner,58.75,Machine Learning
EMP436,QA,COURSE047,Data Structures,1,Advanced,47.22,Web Development
EMP233,SDE1,COURSE017,Digital Marketing,5,Beginner,90.07,Machine Learning
EMP466,SDE1,COURSE015,Database Management,3,Advanced,20.84,Cybersecurity
EMP176,SDE1,COURSE033,DevOps Fundamentals,4,Intermediate,87.33,Machine Learning
EMP213,SDE1,COURSE016,Backend Development,6,Intermediate,25.42,Data Science
EMP028,DevOps,COURSE020,UI/UX Design,5,Advanced,12.18,Web Development
EMP172,Designer,COURSE044,Business Analytics,3,Advanced,38.13,Cybersecurity
EMP314,DevOps,COURSE009,Networking Essentials,1,Intermediate,61.14,Cloud Computing
EMP003,HR,COURSE031,Mobile App Development,5,Advanced,84.72,Cloud Computing
EMP015,Designer,COURSE038,Cloud Basics,2,Advanced,71.84,Machine Learning
EMP475,SDE2,COURSE050,E-commerce Development,2,Intermediate,43.39,Cloud Computing
EMP244,Lead,COURSE030,Cloud Basics,3,Advanced,47.93,Data Science
EMP180,Manager,COURSE036,Public Speaking,2,Advanced,83.8,Web Development
EMP113,SDE2,COURSE006,Web Development with React,6,Advanced,46.54,Cloud Computing
EMP043,Lead,COURSE011,Python for Data Science,6,Advanced,50.31,Machine Learning
EMP361,Lead,COURSE043,Agile Methodologies,3,Advanced,62.4,Cybersecurity
EMP358,Lead,COURSE043,Agile Methodologies,3,Advanced,95.34,Cybersecurity
EMP403,Lead,COURSE022,Web Design,3,Advanced,68.55,Data Science
EMP150,DevOps,COURSE043,Agile Methodologies,3,Advanced,92.98,Cybersecurity
EMP107,QA,COURSE035,Information Security,4,Advanced,59.27,Cybersecurity
EMP348,SDE1,COURSE010,Data Visualization,6,Advanced,81.96,Web Development
EMP054,QA,COURSE031,Mobile App Development,5,Advanced,18.19,Cloud Computing
EMP300,SDE2,COURSE017,Digital Marketing,5,Beginner,7.49,Machine Learning
EMP210,Designer,COURSE008,Remote Work Skills,4,Intermediate,16.21,Data Science
EMP275,QA,COURSE041,Backend Development,4,Advanced,42.83,Data Science
EMP436,QA,COURSE002,Database Management,2,Beginner,16.22,Cloud Computing
EMP011,SDE2,COURSE017,Digital Marketing,5,Beginner,20.55,Machine Learning
EMP378,SDE1,COURSE040,Artificial Intelligence,5,Advanced,5.48,Cybersecurity
EMP437,SDE2,COURSE024,Software Engineering,6,Beginner,32.0,Machine Learning
EMP211,QA,COURSE044,Business Analytics,3,Advanced,4.62,Cybersecurity
EMP084,SDE1,COURSE048,Network Security,5,Advanced,92.69,Machine Learning
EMP430,Lead,COURSE030,Cloud Basics,3,Advanced,86.91,Data Science
EMP327,SDE1,COURSE012,Responsive Web Design,3,Beginner,50.63,Machine Learning
EMP247,DevOps,COURSE037,Quality Assurance,4,Intermediate,64.98,Cybersecurity
EMP196,Lead,COURSE008,Remote Work Skills,4,Intermediate,87.29,Data Science
EMP447,Designer,COURSE024,Software Engineering,6,Beginner,58.45,Machine Learning
EMP043,Lead,COURSE010,Data Visualization,6,Advanced,25.97,Web Development
EMP078,Lead,COURSE046,Virtualization Technologies,4,Beginner,93.63,Machine Learning
EMP233,SDE1,COURSE016,Backend Development,6,Intermediate,18.82,Data Science
EMP440,SDE1,COURSE006,Web Development with React,6,Advanced,83.46,Cloud Computing
EMP436,QA,COURSE038,Cloud Basics,2,Advanced,55.95,Machine Learning
EMP152,HR,COURSE015,Database Management,3,Advanced,90.37,Cybersecurity
EMP117,Manager,COURSE021,ITIL Foundation,3,Intermediate,28.77,Cloud Computing
EMP249,DevOps,COURSE040,Artificial Intelligence,5,Advanced,89.48,Cybersecurity
EMP421,Lead,COURSE041,Backend Development,4,Advanced,10.53,Data Science
EMP357,SDE1,COURSE037,Quality Assurance,4,Intermediate,79.61,Cybersecurity
EMP269,Manager,COURSE004,Network Security,5,Beginner,69.67,Data Science
EMP366,Designer,COURSE003,ITIL Foundation,5,Intermediate,74.16,Cloud Computing
EMP030,Lead,COURSE033,DevOps Fundamentals,4,Intermediate,24.29,Machine Learning
EMP462,HR,COURSE015,Database Management,3,Advanced,65.37,Cybersecurity
EMP319,HR,COURSE007,Deep Learning,2,Intermediate,88.93,Data Science
EMP047,Manager,COURSE031,Mobile App Development,5,Advanced,10.55,Cloud Computing
EMP017,Designer,COURSE007,Deep Learning,2,Intermediate,8.93,Data Science
EMP403,Lead,COURSE039,Public Speaking,6,Advanced,85.51,Data Science
EMP490,SDE1,COURSE026,Digital Marketing,2,Intermediate,79.41,Web Development
EMP032,QA,COURSE034,UI/UX Design,1,Advanced,40.52,Web Development
EMP486,SDE2,COURSE038,Cloud Basics,2,Advanced,1.15,Machine Learning
EMP268,Designer,COURSE041,Backend Development,4,Advanced,40.74,Data Science
EMP006,HR,COURSE026,Digital Marketing,2,Intermediate,10.49,Web Development
EMP329,DevOps,COURSE023,Machine Learning Basics,4,Beginner,87.91,Cybersecurity
EMP221,Designer,COURSE012,Responsive Web Design,3,Beginner,89.6,Machine Learning
EMP324,Manager,COURSE008,Remote Work Skills,4,Intermediate,82.29,Data Science
EMP093,QA,COURSE033,DevOps Fundamentals,4,Intermediate,32.38,Machine Learning
EMP280,Designer,COURSE018,Blockchain Basics,6,Advanced,54.71,Machine Learning
EMP458,Lead,COURSE050,E-commerce Development,2,Intermediate,27.87,Cloud Computing
EMP126,Manager,COURSE026,Digital Marketing,2,Intermediate,23.51,Web Development
EMP151,Manager,COURSE020,UI/UX Design,5,Advanced,13.48,Web Development
EMP444,DevOps,COURSE015,Database Management,3,Advanced,91.06,Cybersecurity
EMP320,Lead,COURSE032,ITIL Foundation,4,Beginner,60.6,Data Science
EMP397,Manager,COURSE034,UI/UX Design,1,Advanced,12.88,Web Development
EMP077,SDE2,COURSE007,Deep Learning,2,Intermediate,13.45,Data Science
EMP116,DevOps,COURSE028,API Development,4,Intermediate,13.12,Machine Learning
EMP468,Designer,COURSE044,Business Analytics,3,Advanced,91.22,Cybersecurity
EMP297,Designer,COURSE039,Public Speaking,6,Advanced,29.56,Data Science
EMP337,Designer,COURSE048,Network Security,5,Advanced,28.42,Machine Learning
EMP189,HR,COURSE002,Database Management,2,Beginner,33.13,Cloud Computing
EMP369,SDE1,COURSE035,Information Security,4,Advanced,56.73,Cybersecurity
EMP490,SDE1,COURSE003,ITIL Foundation,5,Intermediate,98.25,Cloud Computing
EMP394,DevOps,COURSE023,Machine Learning Basics,4,Beginner,23.03,Cybersecurity
EMP399,DevOps,COURSE007,Deep Learning,2,Intermediate,22.29,Data Science
EMP092,Lead,COURSE046,Virtualization Technologies,4,Beginner,92.54,Machine Learning
EMP036,SDE2,COURSE010,Data Visualization,6,Advanced,26.04,Web Development
EMP047,Manager,COURSE044,Business Analytics,3,Advanced,49.73,Cybersecurity
EMP422,HR,COURSE003,ITIL Foundation,5,Intermediate,49.77,Cloud Computing
EMP183,SDE2,COURSE026,Digital Marketing,2,Intermediate,96.46,Web Development
EMP245,Lead,COURSE028,API Development,4,Intermediate,5.61,Machine Learning
EMP167,SDE2,COURSE045,Creative Thinking,5,Intermediate,17.89,Machine Learning
EMP256,Lead,COURSE032,ITIL Foundation,4,Beginner,32.15,Data Science
EMP414,Manager,COURSE021,ITIL Foundation,3,Intermediate,9.85,Cloud Computing
EMP484,HR,COURSE019,Project Management,1,Advanced,13.41,Cloud Computing
EMP461,DevOps,COURSE050,E-commerce Development,2,Intermediate,69.45,Cloud Computing
EMP201,Designer,COURSE010,Data Visualization,6,Advanced,99.08,Web Development
EMP152,HR,COURSE049,Data Science with R,1,Advanced,58.48,Cybersecurity
EMP126,Manager,COURSE036,Public Speaking,2,Advanced,20.64,Web Development
EMP211,QA,COURSE011,Python for Data Science,6,Advanced,43.19,Machine Learning
EMP468,Designer,COURSE042,E-commerce Development,6,Beginner,39.99,Cybersecurity
EMP070,SDE1,COURSE021,ITIL Foundation,3,Intermediate,64.38,Cloud Computing
EMP120,DevOps,COURSE005,Machine Learning Basics,4,Advanced,12.84,Machine Learning
EMP107,QA,COURSE032,ITIL Foundation,4,Beginner,1.55,Data Science
EMP259,SDE2,COURSE032,ITIL Foundation,4,Beginner,84.33,Data Science
EMP084,SDE1,COURSE003,ITIL Foundation,5,Intermediate,12.28,Cloud Computing
EMP497,Manager,COURSE045,Creative Thinking,5,Intermediate,5.62,Machine Learning
EMP327,SDE1,COURSE025,Time Management,5,Advanced,46.61,Web Development
EMP321,Lead,COURSE003,ITIL Foundation,5,Intermediate,48.42,Cloud Computing
EMP088,HR,COURSE018,Blockchain Basics,6,Advanced,80.22,Machine Learning
EMP384,HR,COURSE032,ITIL Foundation,4,Beginner,58.73,Data Science
EMP345,QA,COURSE003,ITIL Foundation,5,Intermediate,15.68,Cloud Computing
EMP281,DevOps,COURSE030,Cloud Basics,3,Advanced,73.11,Data Science
EMP055,DevOps,COURSE034,UI/UX Design,1,Advanced,77.14,Web Development
EMP471,Manager,COURSE037,Quality Assurance,4,Intermediate,79.99,Cybersecurity
EMP011,SDE2,COURSE037,Quality Assurance,4,Intermediate,64.0,Cybersecurity
EMP238,QA,COURSE035,Information Security,4,Advanced,65.87,Cybersecurity
EMP294,SDE2,COURSE014,Full Stack Development,1,Advanced,47.83,Web Development
EMP353,Lead,COURSE003,ITIL Foundation,5,Intermediate,36.43,Cloud Computing
EMP123,Lead,COURSE047,Data Structures,1,Advanced,92.28,Web Development
EMP500,DevOps,COURSE050,E-commerce Development,2,Intermediate,10.99,Cloud Computing
EMP241,Designer,COURSE036,Public Speaking,2,Advanced,67.33,Web Development
EMP190,Manager,COURSE031,Mobile App Development,5,Advanced,37.34,Cloud Computing
EMP467,SDE2,COURSE023,Machine Learning Basics,4,Beginner,7.66,Cybersecurity
EMP175,SDE1,COURSE006,Web Development with React,6,Advanced,63.03,Cloud Computing
EMP088,HR,COURSE008,Remote Work Skills,4,Intermediate,8.59,Data Science
EMP342,SDE1,COURSE047,Data Structures,1,Advanced,86.27,Web Development
EMP356,SDE2,COURSE017,Digital Marketing,5,Beginner,16.83,Machine Learning
EMP181,SDE1,COURSE005,Machine Learning Basics,4,Advanced,6.34,Machine Learning
EMP139,QA,COURSE014,Full Stack Development,1,Advanced,67.18,Web Development
EMP105,HR,COURSE025,Time Management,5,Advanced,56.64,Web Development
EMP338,Manager,COURSE035,Information Security,4,Advanced,67.72,Cybersecurity
EMP177,Lead,COURSE035,Information Security,4,Advanced,41.86,Cybersecurity
EMP211,QA,COURSE050,E-commerce Development,2,Intermediate,17.56,Cloud Computing
EMP023,Lead,COURSE037,Quality Assurance,4,Intermediate,90.92,Cybersecurity
EMP354,QA,COURSE035,Information Security,4,Advanced,99.23,Cybersecurity
EMP473,SDE2,COURSE002,Database Management,2,Beginner,96.68,Cloud Computing
EMP448,Lead,COURSE038,Cloud Basics,2,Advanced,68.51,Machine Learning
EMP276,DevOps,COURSE021,ITIL Foundation,3,Intermediate,50.55,Cloud Computing
EMP152,HR,COURSE039,Public Speaking,6,Advanced,56.3,Data Science
EMP309,Designer,COURSE003,ITIL Foundation,5,Intermediate,4.91,Cloud Computing
EMP136,SDE1,COURSE003,ITIL Foundation,5,Intermediate,25.06,Cloud Computing
EMP333,SDE2,COURSE032,ITIL Foundation,4,Beginner,83.17,Data Science
EMP474,Lead,COURSE043,Agile Methodologies,3,Advanced,98.03,Cybersecurity
EMP470,SDE1,COURSE048,Network Security,5,Advanced,67.16,Machine Learning
EMP360,DevOps,COURSE034,UI/UX Design,1,Advanced,10.12,Web Development
EMP434,DevOps,COURSE037,Quality Assurance,4,Intermediate,35.22,Cybersecurity
EMP367,Designer,COURSE046,Virtualization Technologies,4,Beginner,74.37,Machine Learning
EMP038,Designer,COURSE027,Deep Learning,6,Beginner,55.64,Web Development
EMP136,SDE1,COURSE007,Deep Learning,2,Intermediate,82.64,Data Science
EMP021,SDE1,COURSE044,Business Analytics,3,Advanced,77.72,Cybersecurity
EMP053,Lead,COURSE015,Database Management,3,Advanced,82.56,Cybersecurity
EMP352,HR,COURSE029,Data Analysis with Python,5,Advanced,3.38,Data Science
EMP155,HR,COURSE031,Mobile App Development,5,Advanced,87.75,Cloud Computing
EMP336,SDE1,COURSE048,Network Security,5,Advanced,66.54,Machine Learning
EMP078,Lead,COURSE007,Deep Learning,2,Intermediate,60.57,Data Science
EMP397,Manager,COURSE038,Cloud Basics,2,Advanced,48.6,Machine Learning
EMP119,SDE2,COURSE049,Data Science with R,1,Advanced,45.98,Cybersecurity
EMP204,Designer,COURSE037,Quality Assurance,4,Intermediate,94.29,Cybersecurity
EMP097,QA,COURSE026,Digital Marketing,2,Intermediate,9.09,Web Development
EMP313,HR,COURSE037,Quality Assurance,4,Intermediate,88.99,Cybersecurity
EMP347,QA,COURSE023,Machine Learning Basics,4,Beginner,70.75,Cybersecurity
EMP007,Lead,COURSE023,Machine Learning Basics,4,Beginner,29.3,Cybersecurity
EMP334,Designer,COURSE008,Remote Work Skills,4,Intermediate,96.91,Data Science
EMP426,SDE2,COURSE016,Backend Development,6,Intermediate,89.58,Data Science
EMP074,QA,COURSE032,ITIL Foundation,4,Beginner,0.33,Data Science
EMP488,Designer,COURSE002,Database Management,2,Beginner,95.94,Cloud Computing
EMP283,QA,COURSE001,Technical Writing,6,Advanced,28.45,Data Science
EMP273,Lead,COURSE028,API Development,4,Intermediate,21.94,Machine Learning
EMP078,Lead,COURSE017,Digital Marketing,5,Beginner,44.58,Machine Learning
EMP427,DevOps,COURSE035,Information Security,4,Advanced,34.67,Cybersecurity
EMP109,Designer,COURSE036,Public Speaking,2,Advanced,72.57,Web Development
EMP061,SDE1,COURSE023,Machine Learning Basics,4,Beginner,48.82,Cybersecurity
EMP018,Manager,COURSE037,Quality Assurance,4,Intermediate,83.84,Cybersecurity
EMP068,SDE1,COURSE025,Time Management,5,Advanced,34.74,Web Development
EMP155,HR,COURSE044,Business Analytics,3,Advanced,77.96,Cybersecurity
EMP433,SDE2,COURSE040,Artificial Intelligence,5,Advanced,47.09,Cybersecurity
EMP329,DevOps,COURSE048,Network Security,5,Advanced,36.33,Machine Learning
EMP211,QA,COURSE019,Project Management,1,Advanced,18.28,Cloud Computing
EMP434,DevOps,COURSE042,E-commerce Development,6,Beginner,70.42,Cybersecurity
EMP218,Designer,COURSE034,UI/UX Design,1,Advanced,79.75,Web Development
EMP175,SDE1,COURSE047,Data Structures,1,Advanced,50.63,Web Development
EMP226,Lead,COURSE002,Database Management,2,Beginner,9.24,Cloud Computing
EMP218,Designer,COURSE050,E-commerce Development,2,Intermediate,60.61,Cloud Computing
EMP372,DevOps,COURSE030,Cloud Basics,3,Advanced,67.58,Data Science
EMP140,Lead,COURSE048,Network Security,5,Advanced,42.24,Machine Learning
EMP354,QA,COURSE009,Networking Essentials,1,Intermediate,64.89,Cloud Computing
EMP334,Designer,COURSE039,Public Speaking,6,Advanced,91.9,Data Science
EMP258,DevOps,COURSE002,Database Management,2,Beginner,19.52,Cloud Computing
EMP214,SDE2,COURSE044,Business Analytics,3,Advanced,37.5,Cybersecurity
EMP367,Designer,COURSE001,Technical Writing,6,Advanced,8.16,Data Science
EMP046,Manager,COURSE035,Information Security,4,Advanced,84.05,Cybersecurity
EMP221,Designer,COURSE005,Machine Learning Basics,4,Advanced,81.12,Machine Learning
EMP035,SDE1,COURSE016,Backend Development,6,Intermediate,55.61,Data Science
EMP117,Manager,COURSE029,Data Analysis with Python,5,Advanced,84.47,Data Science
EMP471,Manager,COURSE020,UI/UX Design,5,Advanced,92.85,Web Development
EMP297,Designer,COURSE041,Backend Development,4,Advanced,9.62,Data Science
EMP209,Manager,COURSE033,DevOps Fundamentals,4,Intermediate,47.4,Machine Learning
EMP017,Designer,COURSE022,Web Design,3,Advanced,25.89,Data Science
EMP145,SDE2,COURSE039,Public Speaking,6,Advanced,58.43,Data Science
EMP229,DevOps,COURSE046,Virtualization Technologies,4,Beginner,47.38,Machine Learning
EMP244,Lead,COURSE033,DevOps Fundamentals,4,Intermediate,40.48,Machine Learning
EMP266,Designer,COURSE035,Information Security,4,Advanced,59.19,Cybersecurity
EMP448,Lead,COURSE045,Creative Thinking,5,Intermediate,78.05,Machine Learning
EMP493,SDE1,COURSE018,Blockchain Basics,6,Advanced,91.91,Machine Learning
EMP089,SDE1,COURSE024,Software Engineering,6,Beginner,78.99,Machine Learning
EMP459,SDE2,COURSE036,Public Speaking,2,Advanced,32.7,Web Development
EMP268,Designer,COURSE021,ITIL Foundation,3,Intermediate,30.03,Cloud Computing
EMP149,SDE2,COURSE019,Project Management,1,Advanced,25.77,Cloud Computing
EMP247,DevOps,COURSE041,Backend Development,4,Advanced,60.18,Data Science
EMP167,SDE2,COURSE017,Digital Marketing,5,Beginner,81.99,Machine Learning
EMP178,DevOps,COURSE010,Data Visualization,6,Advanced,56.54,Web Development
EMP271,SDE1,COURSE002,Database Management,2,Beginner,69.33,Cloud Computing
EMP050,SDE2,COURSE033,DevOps Fundamentals,4,Intermediate,90.93,Machine Learning
EMP357,SDE1,COURSE017,Digital Marketing,5,Beginner,15.56,Machine Learning
EMP268,Designer,COURSE028,API Development,4,Intermediate,97.67,Machine Learning
EMP221,Designer,COURSE010,Data Visualization,6,Advanced,83.42,Web Development
EMP176,SDE1,COURSE004,Network Security,5,Beginner,24.9,Data Science
EMP084,SDE1,COURSE019,Project Management,1,Advanced,9.92,Cloud Computing
EMP109,Designer,COURSE038,Cloud Basics,2,Advanced,99.52,Machine Learning
EMP241,Designer,COURSE045,Creative Thinking,5,Intermediate,33.52,Machine Learning
EMP220,QA,COURSE041,Backend Development,4,Advanced,18.21,Data Science
EMP356,SDE2,COURSE023,Machine Learning Basics,4,Beginner,17.77,Cybersecurity
EMP109,Designer,COURSE042,E-commerce Development,6,Beginner,42.22,Cybersecurity
EMP437,SDE2,COURSE043,Agile Methodologies,3,Advanced,9.17,Cybersecurity
EMP474,Lead,COURSE001,Technical Writing,6,Advanced,29.57,Data Science
EMP366,Designer,COURSE049,Data Science with R,1,Advanced,75.71,Cybersecurity
EMP176,SDE1,COURSE017,Digital Marketing,5,Beginner,24.7,Machine Learning
EMP082,SDE1,COURSE002,Database Management,2,Beginner,87.21,Cloud Computing
EMP253,SDE2,COURSE022,Web Design,3,Advanced,33.46,Data Science
EMP372,DevOps,COURSE010,Data Visualization,6,Advanced,76.7,Web Development
EMP118,Lead,COURSE049,Data Science with R,1,Advanced,96.82,Cybersecurity
EMP082,SDE1,COURSE018,Blockchain Basics,6,Advanced,91.93,Machine Learning
EMP351,Designer,COURSE009,Networking Essentials,1,Intermediate,8.4,Cloud Computing
EMP096,SDE1,COURSE024,Software Engineering,6,Beginner,10.87,Machine Learning
EMP453,QA,COURSE032,ITIL Foundation,4,Beginner,59.34,Data Science
EMP486,SDE2,COURSE030,Cloud Basics,3,Advanced,21.56,Data Science
EMP281,DevOps,COURSE035,Information Security,4,Advanced,88.74,Cybersecurity
EMP073,SDE1,COURSE035,Information Security,4,Advanced,38.4,Cybersecurity
EMP343,SDE2,COURSE034,UI/UX Design,1,Advanced,77.92,Web Development
EMP134,HR,COURSE022,Web Design,3,Advanced,27.14,Data Science
EMP368,Designer,COURSE049,Data Science with R,1,Advanced,98.27,Cybersecurity
EMP478,QA,COURSE050,E-commerce Development,2,Intermediate,6.25,Cloud Computing
EMP005,DevOps,COURSE021,ITIL Foundation,3,Intermediate,9.26,Cloud Computing
EMP039,HR,COURSE010,Data Visualization,6,Advanced,39.05,Web Development
EMP403,Lead,COURSE035,Information Security,4,Advanced,7.97,Cybersecurity
EMP226,Lead,COURSE024,Software Engineering,6,Beginner,10.88,Machine Learning
EMP414,Manager,COURSE016,Backend Development,6,Intermediate,77.14,Data Science
EMP361,Lead,COURSE019,Project Management,1,Advanced,52.22,Cloud Computing
EMP307,HR,COURSE028,API Development,4,Intermediate,38.69,Machine Learning
EMP237,SDE2,COURSE048,Network Security,5,Advanced,66.34,Machine Learning
EMP334,Designer,COURSE014,Full Stack Development,1,Advanced,80.88,Web Development
EMP299,Designer,COURSE012,Responsive Web Design,3,Beginner,7.59,Machine Learning
EMP478,QA,COURSE047,Data Structures,1,Advanced,77.43,Web Development
EMP054,QA,COURSE006,Web Development with React,6,Advanced,67.08,Cloud Computing
EMP383,SDE2,COURSE014,Full Stack Development,1,Advanced,59.91,Web Development
EMP206,Lead,COURSE008,Remote Work Skills,4,Intermediate,6.78,Data Science
EMP041,Lead,COURSE038,Cloud Basics,2,Advanced,99.99,Machine Learning
EMP200,QA,COURSE028,API Development,4,Intermediate,36.99,Machine Learning
EMP298,Lead,COURSE003,ITIL Foundation,5,Intermediate,60.23,Cloud Computing
EMP063,SDE2,COURSE032,ITIL Foundation,4,Beginner,44.8,Data Science
EMP080,Lead,COURSE023,Machine Learning Basics,4,Beginner,12.55,Cybersecurity
EMP331,SDE1,COURSE040,Artificial Intelligence,5,Advanced,2.15,Cybersecurity
EMP050,SDE2,COURSE032,ITIL Foundation,4,Beginner,38.82,Data Science
EMP103,DevOps,COURSE008,Remote Work Skills,4,Intermediate,80.25,Data Science
EMP351,Designer,COURSE046,Virtualization Technologies,4,Beginner,71.08,Machine Learning
EMP476,HR,COURSE029,Data Analysis with Python,5,Advanced,3.45,Data Science
EMP448,Lead,COURSE016,Backend Development,6,Intermediate,51.84,Data Science
EMP331,SDE1,COURSE039,Public Speaking,6,Advanced,58.52,Data Science
EMP123,Lead,COURSE014,Full Stack Development,1,Advanced,23.8,Web Development
EMP165,Lead,COURSE030,Cloud Basics,3,Advanced,53.91,Data Science
EMP089,SDE1,COURSE014,Full Stack Development,1,Advanced,88.94,Web Development
EMP329,DevOps,COURSE036,Public Speaking,2,Advanced,71.24,Web Development
EMP354,QA,COURSE047,Data Structures,1,Advanced,99.26,Web Development
EMP341,Manager,COURSE023,Machine Learning Basics,4,Beginner,22.0,Cybersecurity
EMP210,Designer,COURSE027,Deep Learning,6,Beginner,30.5,Web Development
EMP054,QA,COURSE014,Full Stack Development,1,Advanced,5.83,Web Development
EMP276,DevOps,COURSE018,Blockchain Basics,6,Advanced,2.97,Machine Learning
EMP013,HR,COURSE032,ITIL Foundation,4,Beginner,23.3,Data Science
EMP378,SDE1,COURSE046,Virtualization Technologies,4,Beginner,8.75,Machine Learning
EMP067,Designer,COURSE003,ITIL Foundation,5,Intermediate,69.09,Cloud Computing
EMP455,SDE1,COURSE046,Virtualization Technologies,4,Beginner,38.26,Machine Learning
EMP447,Designer,COURSE006,Web Development with React,6,Advanced,6.18,Cloud Computing
EMP444,DevOps,COURSE046,Virtualization Technologies,4,Beginner,90.31,Machine Learning
EMP237,SDE2,COURSE029,Data Analysis with Python,5,Advanced,2.98,Data Science
EMP474,Lead,COURSE011,Python for Data Science,6,Advanced,31.77,Machine Learning
EMP464,HR,COURSE015,Database Management,3,Advanced,98.4,Cybersecurity
EMP072,Lead,COURSE050,E-commerce Development,2,Intermediate,85.16,Cloud Computing
EMP416,Lead,COURSE050,E-commerce Development,2,Intermediate,63.88,Cloud Computing
EMP268,Designer,COURSE018,Blockchain Basics,6,Advanced,7.9,Machine Learning
EMP163,SDE2,COURSE047,Data Structures,1,Advanced,57.04,Web Development
EMP069,Designer,COURSE036,Public Speaking,2,Advanced,57.69,Web Development
EMP317,DevOps,COURSE026,Digital Marketing,2,Intermediate,95.64,Web Development
EMP049,SDE2,COURSE047,Data Structures,1,Advanced,39.25,Web Development
EMP111,SDE2,COURSE042,E-commerce Development,6,Beginner,71.07,Cybersecurity
EMP383,SDE2,COURSE017,Digital Marketing,5,Beginner,34.45,Machine Learning
EMP137,Lead,COURSE024,Software Engineering,6,Beginner,16.09,Machine Learning
EMP049,SDE2,COURSE037,Quality Assurance,4,Intermediate,74.57,Cybersecurity
EMP203,DevOps,COURSE032,ITIL Foundation,4,Beginner,79.14,Data Science
EMP012,QA,COURSE030,Cloud Basics,3,Advanced,58.35,Data Science
EMP238,QA,COURSE044,Business Analytics,3,Advanced,28.5,Cybersecurity
EMP254,SDE2,COURSE005,Machine Learning Basics,4,Advanced,19.32,Machine Learning
EMP407,SDE1,COURSE016,Backend Development,6,Intermediate,45.53,Data Science
EMP210,Designer,COURSE025,Time Management,5,Advanced,74.42,Web Development
EMP162,Lead,COURSE024,Software Engineering,6,Beginner,49.32,Machine Learning
EMP133,Designer,COURSE022,Web Design,3,Advanced,39.75,Data Science
EMP394,DevOps,COURSE012,Responsive Web Design,3,Beginner,95.42,Machine Learning
EMP091,DevOps,COURSE035,Information Security,4,Advanced,65.57,Cybersecurity
EMP081,SDE1,COURSE037,Quality Assurance,4,Intermediate,30.7,Cybersecurity
EMP139,QA,COURSE020,UI/UX Design,5,Advanced,79.49,Web Development
EMP495,SDE2,COURSE023,Machine Learning Basics,4,Beginner,10.41,Cybersecurity
EMP376,DevOps,COURSE020,UI/UX Design,5,Advanced,80.56,Web Development
EMP363,SDE1,COURSE037,Quality Assurance,4,Intermediate,94.07,Cybersecurity
EMP094,SDE2,COURSE047,Data Structures,1,Advanced,62.62,Web Development
EMP098,HR,COURSE045,Creative Thinking,5,Intermediate,35.37,Machine Learning
EMP398,Manager,COURSE017,Digital Marketing,5,Beginner,70.97,Machine Learning
EMP329,DevOps,COURSE028,API Development,4,Intermediate,61.19,Machine Learning
EMP311,SDE2,COURSE004,Network Security,5,Beginner,95.52,Data Science
EMP471,Manager,COURSE025,Time Management,5,Advanced,60.13,Web Development
EMP167,SDE2,COURSE012,Responsive Web Design,3,Beginner,11.68,Machine Learning
EMP420,HR,COURSE049,Data Science with R,1,Advanced,66.2,Cybersecurity
EMP302,DevOps,COURSE029,Data Analysis with Python,5,Advanced,44.8,Data Science
EMP441,SDE1,COURSE016,Backend Development,6,Intermediate,54.59,Data Science
EMP030,Lead,COURSE022,Web Design,3,Advanced,4.76,Data Science
EMP036,SDE2,COURSE005,Machine Learning Basics,4,Advanced,89.39,Machine Learning
EMP073,SDE1,COURSE034,UI/UX Design,1,Advanced,6.79,Web Development
EMP342,SDE1,COURSE050,E-commerce Development,2,Intermediate,52.92,Cloud Computing
EMP449,SDE1,COURSE018,Blockchain Basics,6,Advanced,74.43,Machine Learning
EMP079,HR,COURSE046,Virtualization Technologies,4,Beginner,28.12,Machine Learning
EMP220,QA,COURSE043,Agile Methodologies,3,Advanced,75.01,Cybersecurity
EMP439,HR,COURSE041,Backend Development,4,Advanced,49.14,Data Science
EMP494,Manager,COURSE037,Quality Assurance,4,Intermediate,58.11,Cybersecurity
EMP433,SDE2,COURSE033,DevOps Fundamentals,4,Intermediate,48.4,Machine Learning
EMP415,Lead,COURSE041,Backend Development,4,Advanced,54.65,Data Science
EMP271,SDE1,COURSE035,Information Security,4,Advanced,64.25,Cybersecurity
EMP388,QA,COURSE035,Information Security,4,Advanced,31.88,Cybersecurity
EMP303,SDE1,COURSE026,Digital Marketing,2,Intermediate,27.72,Web Development
EMP420,HR,COURSE044,Business Analytics,3,Advanced,60.96,Cybersecurity
EMP087,DevOps,COURSE041,Backend Development,4,Advanced,15.35,Data Science
EMP024,Lead,COURSE025,Time Management,5,Advanced,22.65,Web Development
